word,language,repo,stars
main,python,TheAlgorithms/Python,219007
is,python,TheAlgorithms/Python,219007
safe,python,TheAlgorithms/Python,219007
solve,python,TheAlgorithms/Python,219007
printboard,python,TheAlgorithms/Python,219007
depth,python,TheAlgorithms/Python,219007
first,python,TheAlgorithms/Python,219007
search,python,TheAlgorithms/Python,219007
queens,python,TheAlgorithms/Python,219007
solution,python,TheAlgorithms/Python,219007
backtrack,python,TheAlgorithms/Python,219007
solve,python,TheAlgorithms/Python,219007
solve,python,TheAlgorithms/Python,219007
maze,python,TheAlgorithms/Python,219007
run,python,TheAlgorithms/Python,219007
maze,python,TheAlgorithms/Python,219007
is,python,TheAlgorithms/Python,219007
safe,python,TheAlgorithms/Python,219007
find,python,TheAlgorithms/Python,219007
empty,python,TheAlgorithms/Python,219007
location,python,TheAlgorithms/Python,219007
sudoku,python,TheAlgorithms/Python,219007
print,python,TheAlgorithms/Python,219007
solution,python,TheAlgorithms/Python,219007
generate,python,TheAlgorithms/Python,219007
sum,python,TheAlgorithms/Python,219007
of,python,TheAlgorithms/Python,219007
subsets,python,TheAlgorithms/Python,219007
solutions,python,TheAlgorithms/Python,219007
create,python,TheAlgorithms/Python,219007
state,python,TheAlgorithms/Python,219007
space,python,TheAlgorithms/Python,219007
tree,python,TheAlgorithms/Python,219007
backtrack,python,TheAlgorithms/Python,219007
word,python,TheAlgorithms/Python,219007
break,python,TheAlgorithms/Python,219007
backtrack,python,TheAlgorithms/Python,219007
word,python,TheAlgorithms/Python,219007
ladder,python,TheAlgorithms/Python,219007
get,python,TheAlgorithms/Python,219007
point,python,TheAlgorithms/Python,219007
key,python,TheAlgorithms/Python,219007
exits,python,TheAlgorithms/Python,219007
word,python,TheAlgorithms/Python,219007
word,python,TheAlgorithms/Python,219007
exists,python,TheAlgorithms/Python,219007
binary,python,TheAlgorithms/Python,219007
and,python,TheAlgorithms/Python,219007
binary,python,TheAlgorithms/Python,219007
coded,python,TheAlgorithms/Python,219007
decimal,python,TheAlgorithms/Python,219007
binary,python,TheAlgorithms/Python,219007
count,python,TheAlgorithms/Python,219007
setbits,python,TheAlgorithms/Python,219007
get,java,macrozheng/mall,83224
authorities,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
password,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
username,java,macrozheng/mall,83224
is,java,macrozheng/mall,83224
account,java,macrozheng/mall,83224
non,java,macrozheng/mall,83224
expired,java,macrozheng/mall,83224
is,java,macrozheng/mall,83224
account,java,macrozheng/mall,83224
non,java,macrozheng/mall,83224
locked,java,macrozheng/mall,83224
is,java,macrozheng/mall,83224
credentials,java,macrozheng/mall,83224
non,java,macrozheng/mall,83224
expired,java,macrozheng/mall,83224
is,java,macrozheng/mall,83224
enabled,java,macrozheng/mall,83224
cors,java,macrozheng/mall,83224
filter,java,macrozheng/mall,83224
user,java,macrozheng/mall,83224
details,java,macrozheng/mall,83224
service,java,macrozheng/mall,83224
dynamic,java,macrozheng/mall,83224
security,java,macrozheng/mall,83224
service,java,macrozheng/mall,83224
load,java,macrozheng/mall,83224
data,java,macrozheng/mall,83224
source,java,macrozheng/mall,83224
oss,java,macrozheng/mall,83224
client,java,macrozheng/mall,83224
swagger,java,macrozheng/mall,83224
properties,java,macrozheng/mall,83224
springfox,java,macrozheng/mall,83224
handler,java,macrozheng/mall,83224
provider,java,macrozheng/mall,83224
bean,java,macrozheng/mall,83224
post,java,macrozheng/mall,83224
processor,java,macrozheng/mall,83224
generate,java,macrozheng/mall,83224
bean,java,macrozheng/mall,83224
post,java,macrozheng/mall,83224
processor,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
all,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
all,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
upload,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
bucket,java,macrozheng/mall,83224
policy,java,macrozheng/mall,83224
config,java,macrozheng/mall,83224
dto,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
delivery,java,macrozheng/mall,83224
close,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
detail,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
receiver,java,macrozheng/mall,83224
info,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
note,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
policy,java,macrozheng/mall,83224
callback,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
batch,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
show,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
factory,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
with,java,macrozheng/mall,83224
attr,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
attr,java,macrozheng/mall,83224
info,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
nav,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
show,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
with,java,macrozheng/mall,83224
children,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
info,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
verify,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
publish,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
recommend,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
new,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
add,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
select,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
get,java,macrozheng/mall,83224
item,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
sort,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
recommend,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
create,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
sort,java,macrozheng/mall,83224
delete,java,macrozheng/mall,83224
update,java,macrozheng/mall,83224
recommend,java,macrozheng/mall,83224
status,java,macrozheng/mall,83224
list,java,macrozheng/mall,83224
